Date,Description,Credit,Debit,Balance,Amount
17/11/2020,COSTCO FUEL NORTH LAKE NORTH LAKES - EFTPOS Purchase - Receipt 66759Date 17 Nov 2020 Time 4:34PM Card 462263xxxxxx7746,,-75,2948.28,75
17/11/2020,SP * OIOI PTY LTD - Visa Purchase - Receipt 130506In PORT MELBOUR Date 16 Nov 2020 Card 462263xxxxxx7495,,-145,3008.28,145
17/11/2020,GRIFFIN C D PHARMACY - Visa Purchase - Receipt 130505In GRIFFIN Date 16 Nov 2020 Card 462263xxxxxx7746,,-9.99,3153.28,9.99
17/11/2020,WOOLWORTHS ONLINE 8843 - Visa Purchase - Receipt 130504In BELLA VISTA Date 15 Nov 2020 Card 462263xxxxxx7746,,-38.84,3163.27,38.84
17/11/2020,WOOLWORTHS 2752 - Visa Purchase - Receipt 130503In KALLANGUR Date 15 Nov 2020 Card 462263xxxxxx7746,,-8,3202.11,8
17/11/2020,All Direct debits - Transfer to Kiran Joy - Receipt 237264 To 032885 5310008,,-3100,3210.11,3100
16/11/2020,Wheelhouse Coffee - Visa Purchase - Receipt 196073In Lawnton Date 15 Nov 2020 Card 462263xxxxxx7746,,-10,5996.85,10
16/11/2020,Lawnton Country Marke - Visa Purchase - Receipt 196072In Lawnton Date 15 Nov 2020 Card 462263xxxxxx7746,,-32.97,6006.85,32.97
16/11/2020,AUSSIE SEAFOOD HOUSE - Visa Purchase - Receipt 196071In LAWNTON Date 15 Nov 2020 Card 462263xxxxxx7746,,-31.05,6039.82,31.05
16/11/2020,UBER   *EATS - Visa Purchase - Receipt 196070In SYDNEY Date 14 Nov 2020 Card 462263xxxxxx7495,,-42.85,6070.87,42.85
16/11/2020,Internal Transfer - Internal Transfer - Receipt 753328 Savings Maximiser 0046211453,,-1180,6113.72,1180
16/11/2020,Internal Transfer - Internal Transfer - Receipt 753115 Savings Maximiser 0046211237,,-690,7293.72,690
16/11/2020,Internal Transfer - Internal Transfer - Receipt 627541 Orange Everyday 0065083812,,-345,7983.72,345
15/11/2020,DISNEY PLUS - Visa Purchase - Receipt 107163In RICHMOND Date 13 Nov 2020 Card 462263xxxxxx7746,,-8.99,8328.72,8.99
14/11/2020,PURE ATM MOOLOOLABA - Receipt 587ATM owner fee of $2.80 charged by PURE ATM MOOLOOLABADate 14 Nov 2020 Time 11:05AM Card 462263xxxxxx7746,,-22.8,8334.91,22.8
14/11/2020,SQ *BROW N LASH EXPRES - Visa Purchase - Receipt 129532In Griffin Date 12 Nov 2020 Card 462263xxxxxx7495,,-15,8357.71,15
14/11/2020,RADHE SPICE PTY LTD - Visa Purchase - Receipt 129531In NORTH LAKES Date 11 Nov 2020 Card 462263xxxxxx7746,,-37.93,8372.71,37.93
13/11/2020,Internal Transfer - Internal Transfer - Receipt 97179  0806227416,,-100,8410.64,100
13/11/2020,Vodafone Australia - Visa Purchase - Receipt 196517In North Sydney Date 11 Nov 2020 Card 462263xxxxxx7746,,-69.59,1041.31,69.59
12/11/2020,Goodstart Murrum - Direct Debit - Receipt 138597 A005VP5D13VE,,-300,1110.9,300
12/11/2020,Goodstart Murrum - Direct Debit - Receipt 138596 A005VP5D13VD,,-174.41,1410.9,174.41
12/11/2020,DEBITSSUCESSDF - Direct Debit - Receipt 138595 A005VP5D13VF,,-8.25,1585.31,8.25
12/11/2020,OXFAM AUSTRALIA Q - Visa Purchase - Receipt 142962In CARLTON Date 10 Nov 2020 Card 462263xxxxxx7746,,-55,1593.56,55
12/11/2020,ALDI STORES - KALLANGU - Visa Purchase - Receipt 142961In KALLANGUR Date 09 Nov 2020 Card 462263xxxxxx7746,,-24.4,1648.56,24.4
12/11/2020,BONDS ONLINE - Visa Purchase - Receipt 142960In KEW Date 10 Nov 2020 Card 462263xxxxxx7495,,-26.94,1672.96,26.94
11/11/2020,AFTERPAY - Visa Purchase - Receipt 133093In MELBOURNE Date 09 Nov 2020 Card 462263xxxxxx7746,,-4.99,1699.9,4.99
11/11/2020,ALDI STORES - KALLANGU - Visa Purchase - Receipt 133092In KALLANGUR Date 08 Nov 2020 Card 462263xxxxxx7746,,-37.7,1704.89,37.7
10/11/2020,International Transaction Fee - Receipt 168670,,-0.63,1741.96,0.63
10/11/2020,Patpat.com - Visa Purchase - Receipt 168670Foreign Currency Amount:  0In Dublin Date 09 Nov 2020 Card 462263xxxxxx7746,,-25.27,1742.59,25.27
10/11/2020,BWS 2482 - Visa Purchase - Receipt 168669In GRIFFIN Date 09 Nov 2020 Card 462263xxxxxx7746,,-4,1767.86,4
10/11/2020,WOOLWORTHS ONLINE 8843 - Visa Purchase - Receipt 168668In BELLA VISTA Date 08 Nov 2020 Card 462263xxxxxx7746,,-66.68,1771.86,66.68
10/11/2020,WOOLWORTHS 2752 - Visa Purchase - Receipt 168667In KALLANGUR Date 08 Nov 2020 Card 462263xxxxxx7746,,-30,1838.54,30
9/11/2020,Raiz Investment - Direct Debit - Receipt 103591 bc4a0566cc84834721,,-20.33,1868.54,20.33
8/11/2020,Menulog Pty Ltd - Visa Purchase - Receipt 175935In Sydney Date 06 Nov 2020 Card 462263xxxxxx7746,,-35.01,1538.87,35.01
8/11/2020,Telstra Direct Debit - Visa Purchase - Receipt 175934In AUSTRALIA Date 06 Nov 2020 Card 462263xxxxxx7746,,-96.62,1573.88,96.62
7/11/2020,Home loan offset - Transfer to Kiran Joy - Receipt 818435 To 032885 5310008,,-7500,1670.5,7500
7/11/2020,ANUPSPORTSS - Visa Purchase - Receipt 105299In 0435637487 Date 05 Nov 2020 Card 462263xxxxxx7746,,-70,2170.5,70
7/11/2020,WOOLWORTHS 2752 - Visa Purchase - Receipt 105298In KALLANGUR Date 04 Nov 2020 Card 462263xxxxxx7746,,-2.5,2240.5,2.5
6/11/2020,Kogan MoneyBlackCard          4813635950084279 - BPAY Bill Payment - Receipt 156346 To Kogan MoneyBlackCard 4813635950084279,,-800,2243,800
6/11/2020,International Transaction Fee - Receipt 160349,,-1.22,3041.78,1.22
6/11/2020,Patpat.com - Visa Purchase - Receipt 160349Foreign Currency Amount:  0In Dublin Date 04 Nov 2020 Card 462263xxxxxx7746,,-48.66,3043,48.66
6/11/2020,WOOLWORTHS ONLINE 8843 - Visa Purchase - Receipt 160348In BELLA VISTA Date 04 Nov 2020 Card 462263xxxxxx7746,,-39.95,3091.66,39.95
6/11/2020,WOOLWORTHS 2752 - Visa Purchase - Receipt 160347In KALLANGUR Date 04 Nov 2020 Card 462263xxxxxx7746,,-10,3131.61,10
6/11/2020,Internal Transfer - Internal Transfer - Receipt 592879  0806227416,,-100,3141.61,100
5/11/2020,Direct Debit,,-237.23,56.44,237.23
5/11/2020,International Transaction Fee - Receipt 199533,,-0.36,293.31,0.36
5/11/2020,ADOBE PHOTOGPHY PLAN - Visa Purchase - Receipt 199533Foreign Currency Amount:  0In ADOBE.LY/ENA Date 03 Nov 2020 Card 462263xxxxxx7746,,-14.29,293.67,14.29
4/11/2020,OZTIX - Visa Purchase - Receipt 167490In WOOLLOONGABB Date 01 Nov 2020 Card 462263xxxxxx7746,,-12,307.96,12
3/11/2020,BWS 2482 - Visa Purchase - Receipt 193471In GRIFFIN Date 30 Oct 2020 Card 462263xxxxxx7746,,-34,319.96,34
3/11/2020,WOOLWORTHS ONLINE 8843 - Visa Purchase - Receipt 193470In BELLA VISTA Date 31 Oct 2020 Card 462263xxxxxx7746,,-38.63,353.96,38.63
2/11/2020,Raiz Maint Fee - Direct Debit - Receipt 173917 ccac843f17ec20b022,,-2.5,392.59,2.5
2/11/2020,Water bill - BPAY Bill Payment - Receipt 797597 To UNITYWATER 0998202360,,-413.89,395.09,413.89
1/11/2020,HOUSE NORTHLAKES - Visa Purchase - Receipt 199554In NORTHLAKES Date 30 Oct 2020 Card 462263xxxxxx7746,,-31.57,308.98,31.57
1/11/2020,OFE*GRIFFINPIZZA - Visa Purchase - Receipt 199553In MOUNTWAVERLE Date 30 Oct 2020 Card 462263xxxxxx7746,,-19.5,340.55,19.5
31/10/2020,Kogan MoneyBlackCard          4813635950084279 - BPAY Bill Payment - Receipt 124012 To Kogan MoneyBlackCard 4813635950084279,,-300,360.05,300
30/10/2020,ALDI STORES - KALLANGU - Visa Purchase - Receipt 181624In KALLANGUR Date 27 Oct 2020 Card 462263xxxxxx7746,,-8.52,260.05,8.52
29/10/2020,Goodstart Murrum - Direct Debit - Receipt 152919 A005T7VT13AD,,-237.23,268.57,237.23
29/10/2020,AMZNPRIMEAU MEMBERSHIP - Visa Purchase - Receipt 108252In SYDNEY SOUTH Date 28 Oct 2020 Card 462263xxxxxx7746,,-6.99,505.8,6.99
28/10/2020,AFTERPAY - Visa Purchase - Receipt 167485In MELBOURNE Date 26 Oct 2020 Card 462263xxxxxx7746,,-4.99,512.79,4.99
28/10/2020,JAY MEDICALS PTY LTD - Visa Purchase - Receipt 167484In GRIFFIN Date 27 Oct 2020 Card 462263xxxxxx7495,,-110,517.78,110
27/10/2020,BWS LIQUOUR 2385 - Visa Purchase - Receipt 119163In KALLANGUR Date 25 Oct 2020 Card 462263xxxxxx7746,,-5,501.58,5
27/10/2020,WOOLWORTHS 2752 - Visa Purchase - Receipt 119162In KALLANGUR Date 25 Oct 2020 Card 462263xxxxxx7746,,-19.85,506.58,19.85
27/10/2020,WOOLWORTHS ONLINE 8843 - Visa Purchase - Receipt 119161In BELLA VISTA Date 24 Oct 2020 Card 462263xxxxxx7746,,-36.15,526.43,36.15
26/10/2020,Raiz Investment - Direct Debit - Receipt 119483 1f9e3dadd586cdba1a,,-20.89,562.58,20.89
26/10/2020,MICROSOFT*EA PLAY 1 MONTH - Visa Purchase - Receipt 194717In MSBILL.INFO Date 24 Oct 2020 Card 462263xxxxxx7746,,-6.99,583.47,6.99
25/10/2020,Kogan MoneyBlackCard          4813635950084279 - BPAY Bill Payment - Receipt 61695 To Kogan MoneyBlackCard 4813635950084279,,-300,590.46,300
25/10/2020,KALLANGUR GROCERS - Visa Purchase - Receipt 166622In KALLANGUR Date 23 Oct 2020 Card 462263xxxxxx7746,,-12.64,590.46,12.64
24/10/2020,CHEMIST WAREHOUSE - Visa Purchase - Receipt 107935In NORTH LAKES Date 22 Oct 2020 Card 462263xxxxxx7746,,-8.99,603.1,8.99
24/10/2020,Audible Australia - Visa Purchase - Receipt 107934In MELBOURNE Date 22 Oct 2020 Card 462263xxxxxx7746,,-16.45,612.09,16.45
24/10/2020,SQD*Little Images Clev - Visa Purchase - Receipt 107933In Thornlands Date 22 Oct 2020 Card 462263xxxxxx7746,,-38,628.54,38
23/10/2020,WOOLWORTHS 2508 - Visa Purchase - Receipt 156662In MANGO HILL Date 21 Oct 2020 Card 462263xxxxxx7746,,-37.04,666.54,37.04
22/10/2020,Goodstart Murrum - Direct Debit - Receipt 170722 A005SEQW10QA,,-237.24,703.58,237.24
22/10/2020,OPTUS BILLING - Direct Debit - Receipt 112694 62173942475,,-99,940.82,99
22/10/2020,ALDI STORES - KALLANGU - Visa Purchase - Receipt 121151In KALLANGUR Date 19 Oct 2020 Card 462263xxxxxx7746,,-28.23,1039.82,28.23
22/10/2020,AGL SALES PTY LTD - Visa Purchase - Receipt 121150In SYDNEY Date 20 Oct 2020 Card 462263xxxxxx7746,,-124.76,1068.05,124.76
21/10/2020,ALDI STORES - KALLANGU - Visa Purchase - Receipt 187437In KALLANGUR Date 18 Oct 2020 Card 462263xxxxxx7746,,-31.77,1192.81,31.77
21/10/2020,MSFT *<E0400CADJN> - Visa Purchase - Receipt 187436In MSFT AZURE Date 19 Oct 2020 Card 462263xxxxxx7746,,-2.81,1224.58,2.81
20/10/2020,WU *3179006856 - Visa Purchase - Receipt 161778In SYDNEY Date 16 Oct 2020 Card 462263xxxxxx7746,,-302.9,1227.39,302.9
20/10/2020,EB *2020 Moreton Kids - Visa Purchase - Receipt 161777In 801-413-7200 Date 17 Oct 2020 Card 462263xxxxxx7746,,-17.67,1530.29,17.67
20/10/2020,NETFLIX.COM - Visa Purchase - Receipt 161776In Melbourne Date 18 Oct 2020 Card 462263xxxxxx7746,,-13.99,1547.96,13.99
18/10/2020,Kogan MoneyBlackCard          4813635950084279 - BPAY Bill Payment - Receipt 225192 To Kogan MoneyBlackCard 4813635950084279,,-500,1561.95,500
18/10/2020,CHEMISTWAREHOUSE ONLINE - Visa Purchase - Receipt 168333In Preston Date 17 Oct 2020 Card 462263xxxxxx7495,,-52.46,2061.95,52.46
18/10/2020,Microsoft*Microsoft 365 P - Visa Purchase - Receipt 168332In msbill.info Date 16 Oct 2020 Card 462263xxxxxx7746,,-10,2114.41,10
17/10/2020,BWS 2482 - Visa Purchase - Receipt 140373In GRIFFIN Date 15 Oct 2020 Card 462263xxxxxx7746,,-5,2124.41,5
17/10/2020,All Direct debits - Transfer to Kiran Joy - Receipt 79024 To 032885 5310008,,-3100,2129.41,3100
16/10/2020,Raiz Investment - Direct Debit - Receipt 136531 1819a51f5ad12f68f5,,-21.76,5229.41,21.76
16/10/2020,Internal Transfer - Internal Transfer - Receipt 115544 Orange Everyday 0065083812,,-345,5251.17,345
16/10/2020,Internal Transfer - Internal Transfer - Receipt 210163 Savings Maximiser 0046211453,,-1180,5596.17,1180
16/10/2020,Internal Transfer - Internal Transfer - Receipt 209994 Savings Maximiser 0046211237,,-690,6776.17,690
15/10/2020,Goodstart Murrum - Direct Debit - Receipt 106125 A005RK0311SB,,-237.28,7466.17,237.28
15/10/2020,Internal Transfer - Internal Transfer - Receipt 789065  0806227416,,-50,7703.45,50
15/10/2020,CHEMIST WAREHOUSE - Visa Purchase - Receipt 106653In NORTH LAKES Date 13 Oct 2020 Card 462263xxxxxx7746,,-6,7753.45,6
15/10/2020,DISNEY PLUS - Visa Purchase - Receipt 106652In RICHMOND Date 13 Oct 2020 Card 462263xxxxxx7746,,-8.99,7759.45,8.99
15/10/2020,Vodafone Australia - Visa Purchase - Receipt 106651In North Sydney Date 13 Oct 2020 Card 462263xxxxxx7746,,-69.64,7768.44,69.64
14/10/2020,AFTERPAY - Visa Purchase - Receipt 169731In MELBOURNE Date 13 Oct 2020 Card 462263xxxxxx7746,,-4.99,180.76,4.99
14/10/2020,OXFAM AUSTRALIA Q - Visa Purchase - Receipt 169730In CARLTON Date 12 Oct 2020 Card 462263xxxxxx7746,,-55,185.75,55
13/10/2020,Kogan MoneyBlackCard          4813635950084279 - BPAY Bill Payment - Receipt 219966 To Kogan MoneyBlackCard 4813635950084279,,-141,240.75,141
13/10/2020,WOOLWORTHS 2752 - Visa Purchase - Receipt 142272In KALLANGUR Date 10 Oct 2020 Card 462263xxxxxx7746,,-15,240.75,15
13/10/2020,WOOLWORTHS 2752 - Visa Purchase - Receipt 142271In KALLANGUR Date 10 Oct 2020 Card 462263xxxxxx7746,,-1,255.75,1
12/10/2020,Kogan MoneyBlackCard          4813635950084279 - BPAY Bill Payment - Receipt 397450 To Kogan MoneyBlackCard 4813635950084279,,-800,256.75,800
10/10/2020,Kogan MoneyBlackCard          4813635950084279 - BPAY Bill Payment - Receipt 276125 To Kogan MoneyBlackCard 4813635950084279,,-200,156.75,200
9/10/2020,WOOLWORTHS 2752 - Visa Purchase - Receipt 144944In KALLANGUR Date 07 Oct 2020 Card 462263xxxxxx7746,,-5,156.75,5
8/10/2020,Goodstart Murrum - Direct Debit - Receipt 134761 A005QPCD0Y9Q,,-134.82,161.75,134.82
8/10/2020,Kogan MoneyBlackCard          4813635950084279 - BPAY Bill Payment - Receipt 68191 To Kogan MoneyBlackCard 4813635950084279,,-80,296.57,80
8/10/2020,SHAPLAND SWIM KALLAN - Visa Purchase - Receipt 121528In KALLANGUR Date 07 Oct 2020 Card 462263xxxxxx7746,,-102.5,276.57,102.5
8/10/2020,WOOLWORTHS 2508 - Visa Purchase - Receipt 121527In MANGO HILL Date 06 Oct 2020 Card 462263xxxxxx7746,,-51.51,379.07,51.51
7/10/2020,Kogan MoneyBlackCard          4813635950084279 - BPAY Bill Payment - Receipt 763752 To Kogan MoneyBlackCard 4813635950084279,,-250,430.58,250
7/10/2020,Sheenal Nand Della Kiran - Osko Payment to 484799 351207822 - Receipt 541001 ,,-55,380.58,55
7/10/2020,ANUPSPORTSS - Visa Purchase - Receipt 167373In 0435637487 Date 05 Oct 2020 Card 462263xxxxxx7746,,-70,370.58,70
6/10/2020,Sheenal Nand Della Kiran - Osko Payment to 484799 351207822 - Receipt 485577 ,,-60,340.58,60
6/10/2020,WOOLWORTHS ONLINE 8843 - Visa Purchase - Receipt 129560In BELLA VISTA Date 04 Oct 2020 Card 462263xxxxxx7746,,-47.97,400.58,47.97
5/10/2020,Raiz Investment - Direct Debit - Receipt 122625 8c11a91b79904fff36,,-20.41,448.55,20.41
5/10/2020,Kogan MoneyBlackCard          4813635950084279 - BPAY Bill Payment - Receipt 37946 To Kogan MoneyBlackCard 4813635950084279,,-50,468.96,50
5/10/2020,Kogan MoneyBlackCard          4813635950084279 - BPAY Bill Payment - Receipt 248660 To Kogan MoneyBlackCard 4813635950084279,,-50,368.96,50
5/10/2020,International Transaction Fee - Receipt 174132,,-0.36,418.6,0.36
5/10/2020,ADOBE PHOTOGPHY PLAN - Visa Purchase - Receipt 174132Foreign Currency Amount:  0In ADOBE.LY/ENA Date 03 Oct 2020 Card 462263xxxxxx7746,,-14.29,418.96,14.29
4/10/2020,Kogan MoneyBlackCard          4813635950084279 - BPAY Bill Payment - Receipt 691860 To Kogan MoneyBlackCard 4813635950084279,,-150,233.25,150
3/10/2020,ALDI STORES - KALLANGU - Visa Purchase - Receipt 115738In KALLANGUR Date 30 Sep 2020 Card 462263xxxxxx7746,,-19.05,383.25,19.05
1/10/2020,Goodstart Murrum - Direct Debit - Receipt 130327 A005PQK30XS0,,-274.3,402.3,274.3
1/10/2020,Raiz Maint Fee - Direct Debit - Receipt 191718 d396d3506c0e417a03,,-2.5,676.6,2.5
1/10/2020,BABY BUNTING PL - Visa Purchase - Receipt 183170In NORTH LAKES Date 29 Sep 2020 Card 462263xxxxxx7746,,-50.41,679.1,50.41
1/10/2020,WOOLWORTHS 2752 - Visa Purchase - Receipt 183169In KALLANGUR Date 29 Sep 2020 Card 462263xxxxxx7746,,-6,729.51,6
1/10/2020,ALDI STORES - KALLANGU - Visa Purchase - Receipt 183168In KALLANGUR Date 28 Sep 2020 Card 462263xxxxxx7746,,-19.54,735.51,19.54
30/09/2020,RADHE SPICE PTY LTD - Visa Purchase - Receipt 120244In NORTH LAKES Date 25 Sep 2020 Card 462263xxxxxx7746,,-45.39,755.05,45.39
30/09/2020,COSTCO WHOLESALE AUS - Visa Purchase - Receipt 120243In NORTH LAKES Date 28 Sep 2020 Card 462263xxxxxx7746,,-113,800.44,113
29/09/2020,AMZNPRIMEAU MEMBERSHIP - Visa Purchase - Receipt 126035In SYDNEY SOUTH Date 28 Sep 2020 Card 462263xxxxxx7746,,-6.99,913.44,6.99
28/09/2020,COSTCO FUEL NORTH LAKE NORTH LAKES - EFTPOS Purchase - Receipt 60703Date 28 Sep 2020 Time 11:29AM Card 462263xxxxxx7746,,-42.88,920.43,42.88
28/09/2020,COSTCO FUEL NORTH LAKE NORTH LAKES - EFTPOS Purchase - Receipt 60701Date 28 Sep 2020 Time 11:29AM Card 462263xxxxxx7746,,-60,903.31,60
28/09/2020,Lawnton Country Marke - Visa Purchase - Receipt 174662In Lawnton Date 27 Sep 2020 Card 462263xxxxxx7746,,-20.28,963.31,20.28
28/09/2020,AUSSIE SEAFOOD HOUSE - Visa Purchase - Receipt 174661In LAWNTON Date 27 Sep 2020 Card 462263xxxxxx7746,,-24.11,983.59,24.11
28/09/2020,eBay O*13-05791-67991 - Visa Purchase - Receipt 174660In Sydney Date 26 Sep 2020 Card 462263xxxxxx7746,,-6.45,1007.7,6.45
26/09/2020,GOURMET MEATS - Visa Purchase - Receipt 199277In MURRUMBA DOW Date 25 Sep 2020 Card 462263xxxxxx7746,,-20.5,1014.15,20.5
26/09/2020,GRIFFIN C D PHARMACY - Visa Purchase - Receipt 199276In GRIFFIN Date 25 Sep 2020 Card 462263xxxxxx7746,,-17.2,1034.65,17.2
26/09/2020,MICROSOFT*EA PLAY 1 MONTH - Visa Purchase - Receipt 199275In MSBILL.INFO Date 24 Sep 2020 Card 462263xxxxxx7746,,-6.99,1051.85,6.99
26/09/2020,WOOLWORTHS 2752 - Visa Purchase - Receipt 199274In KALLANGUR Date 24 Sep 2020 Card 462263xxxxxx7746,,-29.3,1058.84,29.3
25/09/2020,COLES 4561 MURRUMBA DW - EFTPOS Purchase - Receipt 274014Date 25 Sep 2020 Time 12:41PM Card 462263xxxxxx7746,,-23.8,1088.14,23.8
25/09/2020,SWADES FOODS TOOWONG - Visa Purchase - Receipt 139530In TOOWONG Date 22 Sep 2020 Card 462263xxxxxx7746,,-23,1111.94,23
24/09/2020,Raiz Investment - Direct Debit - Receipt 173578 fdf9877374a2833416,,-21.18,1134.94,21.18
24/09/2020,Goodstart Murrum - Direct Debit - Receipt 173577 A005NK5M0UUE,,-231.16,1156.12,231.16
24/09/2020,ALDI STORES - KALLANGU - Visa Purchase - Receipt 171432In KALLANGUR Date 21 Sep 2020 Card 462263xxxxxx7746,,-8.81,1387.28,8.81
24/09/2020,Audible Australia - Visa Purchase - Receipt 171431In MELBOURNE Date 22 Sep 2020 Card 462263xxxxxx7746,,-16.45,1396.09,16.45
23/09/2020,OPTUS BILLING - Direct Debit - Receipt 175562 62173942475,,-99,1412.54,99
23/09/2020,WOOLWORTHS ONLINE 8843 - Visa Purchase - Receipt 113866In BELLA VISTA Date 22 Sep 2020 Card 462263xxxxxx7746,,-52.21,1511.54,52.21
23/09/2020,WOOLWORTHS 2752 - Visa Purchase - Receipt 113865In KALLANGUR Date 22 Sep 2020 Card 462263xxxxxx7746,,-7.5,1563.75,7.5
23/09/2020,NETFLIX COM - Visa Purchase - Receipt 113864In MELBOURNE Date 19 Sep 2020 Card 462263xxxxxx7746,,-13.99,1571.25,13.99
23/09/2020,ALDI STORES - NORTH LA - Visa Purchase - Receipt 113863In NORTH LAKES Date 20 Sep 2020 Card 462263xxxxxx7746,,-40.15,1585.24,40.15
21/09/2020,Car loan extra - Transfer to Kiran Joy - Receipt 254963 To 032885 5310008,,-800,1625.39,800
21/09/2020,MSFT *<E0400C0BKH> - Visa Purchase - Receipt 172528In MSFT AZURE Date 19 Sep 2020 Card 462263xxxxxx7746,,-2.82,2425.39,2.82
21/09/2020,ALDI STORES - KALLANGU - Visa Purchase - Receipt 172527In KALLANGUR Date 18 Sep 2020 Card 462263xxxxxx7746,,-69.92,2428.21,69.92
20/09/2020,ALDI STORES - NORTH LA - Visa Purchase - Receipt 174272In NORTH LAKES Date 17 Sep 2020 Card 462263xxxxxx7746,,-59.66,2498.13,59.66
19/09/2020,BOMBORA SUPPLIERS - Visa Purchase - Receipt 101280In ADAMSTOWN Date 18 Sep 2020 Card 462263xxxxxx7746,,-25.95,2557.79,25.95
19/09/2020,BOMBORA SUPPLIERS - Visa Purchase - Receipt 101279In ADAMSTOWN Date 18 Sep 2020 Card 462263xxxxxx7746,,-58.9,2583.74,58.9
19/09/2020,WU 2026087071020636 - Visa Purchase - Receipt 101278In 1800173833 Date 17 Sep 2020 Card 462263xxxxxx7746,,-302.9,2642.64,302.9
19/09/2020,COSTCO FUEL NORTH LAKE - Visa Purchase - Receipt 101277In NORTH LAKES Date 17 Sep 2020 Card 462263xxxxxx7746,,-60,2945.54,60
18/09/2020,KRUGER ANZ PTY LTD - Visa Purchase - Receipt 149264In KEW Date 17 Sep 2020 Card 462263xxxxxx7746,,-25,3005.54,25
18/09/2020,MCDONALDS MURRUMBA DO - Visa Purchase - Receipt 149263In MURRUMBA DOW Date 15 Sep 2020 Card 462263xxxxxx7746,,-4,3030.54,4
18/09/2020,Microsoft*Microsoft 365 P - Visa Purchase - Receipt 149262In msbill.info Date 16 Sep 2020 Card 462263xxxxxx7746,,-10,3034.54,10
17/09/2020,Raiz Investment - Direct Debit - Receipt 111232 84a557e4ff8e2cf60a,,-28.6,3044.54,28.6
17/09/2020,Goodstart Murrum - Direct Debit - Receipt 111231 A005MMAP0W2D,,-231.16,3073.14,231.16
17/09/2020,All Direct debits - Transfer to Kiran Joy - Receipt 661131 To 032885 5310008,,-3100,3304.3,3100
17/09/2020,ChildhoodCancerSupport - Visa Purchase - Receipt 168772In 0738445000 Date 16 Sep 2020 Card 462263xxxxxx7746,,-26.61,6404.3,26.61
17/09/2020,SHAPLAND SWIM KALLAN - Visa Purchase - Receipt 168771In KALLANGUR Date 16 Sep 2020 Card 462263xxxxxx7746,,-82,6430.91,82
16/09/2020,Internal Transfer - Internal Transfer - Receipt 276734 Orange Everyday 0065083812,,-345,6512.91,345
16/09/2020,Internal Transfer - Internal Transfer - Receipt 348553 Savings Maximiser 0046211453,,-1180,6857.91,1180
16/09/2020,Internal Transfer - Internal Transfer - Receipt 347975 Savings Maximiser 0046211237,,-690,8037.91,690
16/09/2020,WOOLWORTHS ONLINE 8843 - Visa Purchase - Receipt 100542In BELLA VISTA Date 15 Sep 2020 Card 462263xxxxxx7746,,-41.3,8727.91,41.3
15/09/2020,OFFICEWORKS 0430 NORTH LAKES - EFTPOS Purchase - Receipt 30254Date 15 Sep 2020 Time 3:44PM Card 462263xxxxxx7746,,-10.09,8769.21,10.09
15/09/2020,Internal Transfer - Internal Transfer - Receipt 56421  0806227416,,-100,8779.3,100
15/09/2020,International Transaction Fee - Receipt 193542,,-1.6,8877.7,1.6
15/09/2020,Patpat.com - Visa Purchase - Receipt 193542Foreign Currency Amount:  0In Dublin Date 13 Sep 2020 Card 462263xxxxxx7746,,-64.17,8879.3,64.17
15/09/2020,GOURMET MEATS - Visa Purchase - Receipt 193541In MURRUMBA DOW Date 14 Sep 2020 Card 462263xxxxxx7746,,-43.35,8943.47,43.35
15/09/2020,DISNEY PLUS - Visa Purchase - Receipt 193540In RICHMOND Date 13 Sep 2020 Card 462263xxxxxx7746,,-8.99,8986.82,8.99
15/09/2020,NORTHSIDE INDOOR SPO - Visa Purchase - Receipt 193539In NORTH LAKES Date 12 Sep 2020 Card 462263xxxxxx7746,,-5.5,8995.81,5.5
14/09/2020,PLINE PH WESTFIELD NL  NO RTH LAKES  Q - EFTPOS Purchase - Receipt 1969Date 14 Sep 2020 Time 11:33AM Card 462263xxxxxx7746,,-28.08,1429.98,28.08
14/09/2020,IKEA NORTHLAKES NORTH LAKES - EFTPOS Purchase - Receipt 143810Date 14 Sep 2020 Time 11:21AM Card 462263xxxxxx7746,,-28,1458.06,28
14/09/2020,KMART 1228 NORTH LAKES - EFTPOS Purchase - Receipt 175352Date 14 Sep 2020 Time 11:02AM Card 462263xxxxxx7746,,-7,1486.06,7
13/09/2020,ALDI STORES - KALLANGU - Visa Purchase - Receipt 155140In KALLANGUR Date 10 Sep 2020 Card 462263xxxxxx7746,,-33.36,1493.06,33.36
13/09/2020,ASHTA LAKSHMI PTY LT - Visa Purchase - Receipt 155139In BURPENGARY Date 11 Sep 2020 Card 462263xxxxxx7746,,-49.75,1526.42,49.75
13/09/2020,BRIGHT SHADOW TRADIN - Visa Purchase - Receipt 155138In GRIFFIN Date 11 Sep 2020 Card 462263xxxxxx7746,,-13,1576.17,13
12/09/2020,OXFAM AUSTRALIA Q - Visa Purchase - Receipt 168811In CARLTON Date 10 Sep 2020 Card 462263xxxxxx7746,,-55,1589.17,55
12/09/2020,VODAFONE - Visa Purchase - Receipt 168810In NORTH SYDNEY Date 10 Sep 2020 Card 462263xxxxxx7746,,-84.59,1644.17,84.59
11/09/2020,KMART 1254 BURPENGARY - EFTPOS Purchase - Receipt 349888Date 11 Sep 2020 Time 7:13PM Card 462263xxxxxx7746,,-47.5,1728.76,47.5
10/09/2020,Goodstart Murrum - Direct Debit - Receipt 146255 A005LSSG0UA3,,-230.61,1776.26,230.61
